"2010s_drama_lady_bird_part_1" "2010s_drama_lady_bird_part_2" "2010s_drama_lady_bird_part_3" "2010s_drama_lady_bird_part_4" "2010s_drama_lady_bird_part_5" "2010s_drama_manchester_by_the_sea_part_1" "2010s_drama_manchester_by_the_sea_part_2" "2010s_drama_manchester_by_the_sea_part_3" "2010s_drama_manchester_by_the_sea_part_4" "2010s_drama_manchester_by_the_sea_part_5" "2010s_drama_marriage_story_part_1" "2010s_drama_marriage_story_part_2" "2010s_drama_marriage_story_part_3" "2010s_drama_marriage_story_part_4" "2010s_drama_marriage_story_part_5" "2010s_drama_moonlight_part_1" "2010s_drama_moonlight_part_2" "2010s_drama_moonlight_part_3" "2010s_drama_moonlight_part_4" "2010s_drama_moonlight_part_5" "2010s_drama_spotlight_part_1" "2010s_drama_spotlight_part_2" "2010s_drama_spotlight_part_3" "2010s_drama_spotlight_part_4" "2010s_drama_spotlight_part_5" "2010s_drug_beautiful_boy_part_1" "2010s_drug_beautiful_boy_part_2" "2010s_drug_beautiful_boy_part_3" "2010s_drug_beautiful_boy_part_4" "2010s_drug_beautiful_boy_part_5" "2010s_drug_ben_is_bაცკ_part_1" "2010s_drug_ben_is_bაცკ_part_2" "2010s_drug_ben_is_bაცკ_part_3" "2010s_drug_ben_is_bაცკ_part_4" "2010s_drug_ben_is_bაცკ_part_5" "2010s_drug_cherry_part_1" "2010s_drug_cherry_part_2" "2010s_drug_cherry_part_3" "2010s_drug_cherry_part_4" "2010s_drug_cherry_part_5" "2010s_drug_heaven_knows_what_part_1" "2010s_drug_heaven_knows_what_part_2" "2010s_drug_heaven_knows_what_part_3" "2010s_drug_heaven_knows_what_part_4" "2010s_drug_heaven_knows_what_part_5" "2010s_drug_the_fighter_part_1" "2010s_drug_the_fighter_part_2" "2010s_drug_the_fighter_part_3" "2010s_drug_the_fighter_part_4" "2010s_drug_the_fighter_part_5" "90s_drama_american_beauty_part_1" "90s_drama_american_beauty_part_2" "90s_drama_american_beauty_part_3" "90s_drama_american_beauty_part_4" "90s_drama_american_beauty_part_5" "90s_drama_american_history_x_part_1" "90s_drama_american_history_x_part_2" "90s_drama_american_history_x_part_3" "90s_drama_american_history_x_part_4" "90s_drama_american_history_x_part_5" "90s_drama_good_will_hunting_part_1" "90s_drama_good_will_hunting_part_2" "90s_drama_good_will_hunting_part_3" "90s_drama_good_will_hunting_part_4" "90s_drama_good_will_hunting_part_5" "90s_drama_philadelphia_part_1" "90s_drama_philadelphia_part_2" "90s_drama_philadelphia_part_3" "90s_drama_philadelphia_part_4" "90s_drama_philadelphia_part_5" "90s_drama_the_virgin_suicides_part_1" "90s_drama_the_virgin_suicides_part_2" "90s_drama_the_virgin_suicides_part_3" "90s_drama_the_virgin_suicides_part_4" "90s_drama_the_virgin_suicides_part_5" "90s_drug_fear_and_loathing_in_las_vegas_part_1" "90s_drug_fear_and_loathing_in_las_vegas_part_2" "90s_drug_fear_and_loathing_in_las_vegas_part_3" "90s_drug_fear_and_loathing_in_las_vegas_part_4" "90s_drug_fear_and_loathing_in_las_vegas_part_5" "90s_drug_gridlock_d_part_1" "90s_drug_gridlock_d_part_2" "90s_drug_gridlock_d_part_3" "90s_drug_gridlock_d_part_4" "90s_drug_gridlock_d_part_5" "90s_drug_requiem_for_a_dream_part_1" "90s_drug_requiem_for_a_dream_part_2" "90s_drug_requiem_for_a_dream_part_3" "90s_drug_requiem_for_a_dream_part_4" "90s_drug_requiem_for_a_dream_part_5" "90s_drug_the_basketball_diaries_part_1" "90s_drug_the_basketball_diaries_part_2" "90s_drug_the_basketball_diaries_part_3" "90s_drug_the_basketball_diaries_part_4" "90s_drug_the_basketball_diaries_part_5" "90s_drug_trainspotting_part_1" "90s_drug_trainspotting_part_2" "90s_drug_trainspotting_part_3" "90s_drug_trainspotting_part_4" "90s_drug_trainspotting_part_5"
"comfortable" 0 0 0 0 0 0 0.0222667557336896 0 0.0223413762287757 0 0.0185459940652819 0.0189789333839438 0.0190730497806599 0 0 0 0 0 0.0265816055289739 0 0 0.0208116545265349 0 0 0 0 0 0 0 0 0 0.0554631170271769 0 0 0 0 0 0 0 0.0196001568012544 0 0 0 0 0 0 0 0 0 0 0 0 0.0527148128624143 0 0 0 0 0 0 0 0.0176991150442478 0.0203998368013056 0 0 0 0 0.0439753737906772 0 0 0 0.020571898786258 0 0 0 0 0 0 0 0 0 0 0.0655737704918033 0 0 0.0712250712250712 0 0 0 0.0233535730966838 0 0 0 0 0 0 0 0 0 0 0
"comin" 0 0 0 0 0 0 0 0 0.0446827524575514 0 0 0 0 0 0 0 0 0.0507743082000508 0.0531632110579479 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0434782608695652 0.0218483722962639 0.0233426704014939 0.0387221684414327 0.0193948797517455 0 0 0 0 0 0 0 0.0492610837438424 0.0226860254083485 0 0.0176991150442478 0 0 0 0.0188928773852258 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0221092195445501 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"congratulations" 0.0278318953520735 0 0.0265181649429859 0 0 0 0 0 0.0223413762287757 0 0 0.0379578667678876 0 0.0188572506128606 0.0180733779143322 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0277777777777778 0 0 0 0 0 0 0 0 0 0.0186601977980967 0 0 0 0 0 0 0 0 0 0 0 0.0512557662737058 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0377857547704515 0 0.0439753737906772 0.0217344055640078 0.0233372228704784 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0467398924982473 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"covering" 0 0 0 0 0.0283848992336077 0 0 0 0 0 0 0 0 0 0 0.0241370987207338 0 0.0253871541000254 0 0 0 0 0 0 0.0200320512820513 0.0285714285714286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0436967445925279 0 0 0.0387897595034911 0 0 0 0 0.0250941028858218 0 0.0528960592435864 0 0 0 0 0 0 0 0 0.0425079702444208 0 0.0217344055640078 0 0.0433275563258232 0.020571898786258 0 0 0 0 0 0 0.021137180300148 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"credit" 0 0 0 0 0 0 0 0 0 0 0 0.0189789333839438 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0285714285714286 0 0.0283205890682526 0 0 0 0 0 0 0 0.0722804481387785 0.0191241155096577 0 0.0373203955961933 0.0392003136025088 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0176991150442478 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0432152117545376 0 0.0634115409004439 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0261233019853709 0 0
"curious" 0 0 0 0 0 0 0.0222667557336896 0 0 0 0 0 0 0 0 0 0.102801336417373 0 0 0.0230627306273063 0.0616903146206046 0 0.0214730513205927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.025953802232027 0.0263574064312072 0.0242777373148823 0 0 0 0 0 0 0 0 0 0.0197316495659037 0.0188928773852258 0 0 0 0.0233372228704784 0.0216637781629116 0 0 0 0 0 0 0 0.021137180300148 0 0 0 0 0 0 0 0 0.0235072872590503 0 0 0 0 0 0 0 0 0 0 0 0 0
"embarrassed" 0 0 0 0.0296296296296296 0 0.0229200091680037 0 0.0223363859727496 0 0 0.0185459940652819 0.0189789333839438 0 0 0 0.0241370987207338 0 0 0 0 0 0 0 0 0 0 0 0.0283205890682526 0 0 0 0 0 0 0 0.0361402240693892 0 0.0181950509461426 0 0 0 0 0 0 0 0 0 0.0233426704014939 0 0 0 0 0 0.0728332119446468 0.0250941028858218 0 0 0 0.0226860254083485 0 0 0.0203998368013056 0.0185770016719301 0 0 0 0 0 0 0 0.020571898786258 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"energy" 0 0 0 0 0 0 0 0 0 0 0.0185459940652819 0 0 0 0.0180733779143322 0.0482741974414675 0.0257003341043434 0 0.0265816055289739 0 0 0 0 0 0 0 0 0 0 0 0 0.0554631170271769 0 0 0 0 0 0 0 0 0 0 0 0 0.0513874614594039 0 0 0 0 0 0.0512557662737058 0 0 0.0242777373148823 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0233372228704784 0.0216637781629116 0 0 0.0224921277552857 0 0 0.0216076058772688 0 0.0422743606002959 0 0 0 0 0 0 0 0 0 0 0.0233535730966838 0.0221631205673759 0 0 0 0 0 0 0 0 0 0
"especially" 0 0 0 0 0 0 0 0.0223363859727496 0 0 0 0 0 0 0 0 0 0 0 0 0.0205634382068682 0.0208116545265349 0.0214730513205927 0.0213720880530028 0 0 0 0 0 0 0 0 0 0 0 0 0.0191241155096577 0.0363901018922853 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0229673863114378 0 0 0 0 0.0353982300884956 0 0 0.0197316495659037 0 0 0.0219876868953386 0 0 0 0 0 0.0224921277552857 0 0 0 0.0225275963054742 0.0422743606002959 0 0 0 0 0 0 0 0 0.0235072872590503 0 0 0 0 0.0488519785051295 0 0 0 0 0 0 0 0
"filko" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0439753737906772 0.260812866768094 0.116686114352392 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"finger" 0 0 0 0 0 0 0 0 0 0 0 0 0.0190730497806599 0.0377145012257213 0.0180733779143322 0 0 0 0 0.0230627306273063 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0217391304347826 0 0 0 0 0 0.025953802232027 0 0 0 0 0 0.0246305418719212 0.0453720508166969 0 0 0.0203998368013056 0.0185770016719301 0 0 0.0212539851222104 0 0.0434688111280156 0 0 0.0411437975725159 0 0 0 0.0210570646451885 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0292568753657109 0 0 0 0
"flick" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0265816055289739 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.141043723554302 0.170316301703163 0.0934142923867352 0.0221631205673759 0 0 0 0 0 0 0 0 0 0
"fort" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0200320512820513 0 0 0 0 0 0 0 0 0 0 0 0.344234079173838 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"hearing" 0 0 0 0 0 0 0 0 0 0 0 0.0189789333839438 0 0.0188572506128606 0 0 0 0 0 0 0 0.0208116545265349 0.0214730513205927 0 0 0 0 0 0 0 0 0 0 0 0 0.0180701120346946 0.0191241155096577 0 0.0186601977980967 0.0392003136025088 0 0 0 0 0 0 0 0 0 0 0 0.025953802232027 0 0 0 0 0 0.0246305418719212 0.0680580762250454 0 0 0 0 0 0 0 0.0219876868953386 0 0 0 0 0 0 0 0 0 0 0 0.0242483026188167 0 0 0 0 0 0 0 0.0470145745181006 0.024330900243309 0 0 0 0 0 0 0 0 0 0 0 0
"hungry" 0.0278318953520735 0 0 0 0 0 0 0 0.0223413762287757 0 0.0185459940652819 0 0 0.0188572506128606 0 0.0241370987207338 0 0 0 0 0.0205634382068682 0 0 0 0 0 0 0.0283205890682526 0 0 0 0 0 0 0 0 0 0 0 0 0 0.100452034153692 0.296882731321128 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0264480296217932 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0221092195445501 0 0 0 0 0 0 0 0 0 0 0.0513610683102209 0.0488519785051295 0 0 0 0 0 0 0 0
"laird" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.412953705716149 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"liberty" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0241370987207338 0.0514006682086867 0.152322924600152 0.0531632110579479 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0264480296217932 0 0 0 0 0.0815993472052224 0 0 0.0188928773852258 0.0212539851222104 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0221092195445501 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"lift" 0 0 0 0 0 0 0 0 0 0 0.0185459940652819 0.0189789333839438 0 0 0 0 0 0 0 0 0.0205634382068682 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0181950509461426 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0226860254083485 0.0248385494287134 0 0.0203998368013056 0 0 0 0 0 0 0 0 0.0617156963587739 0 0.0224921277552857 0 0.0210570646451885 0.0216076058772688 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0221631205673759 0 0 0.0475511174512601 0 0 0 0 0.104493207941484 0 0
"liked" 0.0278318953520735 0 0 0 0.0567697984672154 0 0.0222667557336896 0 0 0 0 0.0189789333839438 0 0 0 0 0 0 0 0 0 0 0 0 0.0200320512820513 0 0.0290951411114344 0 0 0 0 0 0 0.0581057524694945 0 0.0361402240693892 0.0191241155096577 0 0.0373203955961933 0 0 0 0 0 0 0 0 0 0 0 0 0.025953802232027 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0224921277552857 0.047192071731949 0 0 0 0 0 0 0 0 0 0 0 0 0 0.048661800486618 0 0 0 0 0 0 0 0 0 0 0 0
"lookin" 0 0 0 0 0 0.0916800366720147 0 0 0.0223413762287757 0.0218866272707376 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0217391304347826 0.0218483722962639 0.0466853408029879 0.0968054211035818 0 0 0 0 0 0 0 0.0264480296217932 0 0 0 0.0176991150442478 0 0.0371540033438603 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"los" 0 0 0 0 0 0 0 0 0 0 0.0185459940652819 0.0189789333839438 0.11443829868396 0.0565717518385819 0.0361467558286644 0 0 0 0 0 0 0 0 0 0.0400641025641026 0 0 0.0566411781365052 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0422743606002959 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"lou" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.327725584443959 0.0700280112044818 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0292568753657109 0 0 0 0
"loved" 0.0278318953520735 0 0 0 0 0 0 0 0 0 0 0.0189789333839438 0 0.0188572506128606 0.0361467558286644 0 0 0 0 0 0 0 0 0.0213720880530028 0 0 0 0 0.0277777777777778 0.0264480296217932 0 0 0.0591366055588409 0.0581057524694945 0 0 0.0191241155096577 0 0.0373203955961933 0 0 0 0 0 0 0 0 0 0.0193610842207164 0 0 0 0 0 0 0 0 0 0 0.0248385494287134 0 0 0 0 0 0 0 0 0 0 0 0.0215331610680448 0.0224921277552857 0 0.0421141292903769 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"medicaid" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0646830530401035 0.327868852459016 0.539083557951482 0.324464633354964 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"medical" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0285714285714286 0 0.0849617672047579 0 0 0 0 0 0 0 0 0 0.0181950509461426 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0188928773852258 0 0.0439753737906772 0.0217344055640078 0.0466744457409568 0.0433275563258232 0.0411437975725159 0 0 0 0 0 0 0 0.0242483026188167 0 0 0 0.134770889487871 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0274047684297068 0
"mess" 0.055663790704147 0 0 0 0 0 0 0 0 0 0.0185459940652819 0 0 0 0.0180733779143322 0 0 0 0 0 0.0205634382068682 0 0 0 0 0 0 0.0283205890682526 0 0.0528960592435864 0 0.0554631170271769 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0655451168887918 0 0 0 0 0 0.0263574064312072 0 0 0 0 0 0 0.0248385494287134 0 0 0 0 0 0.0425079702444208 0 0.0217344055640078 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0488519785051295 0 0 0 0 0 0 0 0.0298953662182362
"mini" 0 0.0289603243556328 0.0265181649429859 0.0296296296296296 0 0 0 0.178691087781997 0.0223413762287757 0 0 0 0.0381460995613199 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0290951411114344 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0217391304347826 0 0 0 0 0 0 0.0263574064312072 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0235072872590503 0 0 0.0221631205673759 0 0 0 0 0 0 0 0 0 0
"mistake" 0 0 0 0 0 0 0.0222667557336896 0.0223363859727496 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0200320512820513 0.0571428571428571 0 0 0 0 0 0.0554631170271769 0.0591366055588409 0 0 0.0361402240693892 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0193948797517455 0 0 0 0 0 0 0 0.0246305418719212 0 0 0 0 0 0.0394632991318074 0.0188928773852258 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0475511174512601 0.0499001996007984 0 0 0.0292141396435875 0.0261233019853709 0.0274047684297068 0
"movies" 0 0 0.0265181649429859 0 0.0283848992336077 0 0 0 0 0 0.0370919881305638 0.0189789333839438 0 0.0377145012257213 0.0180733779143322 0 0 0 0 0 0 0 0 0 0 0 0.0290951411114344 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0233426704014939 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0434688111280156 0 0.12998266897747 0 0 0 0.0235960358659745 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"pen" 0.055663790704147 0 0.0530363298859719 0.0296296296296296 0 0 0 0 0 0 0 0 0 0 0 0 0.0257003341043434 0 0 0 0 0.0416233090530697 0.0429461026411853 0 0.0400641025641026 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0217391304347826 0 0 0 0 0 0 0 0 0 0.0229673863114378 0 0 0 0 0 0 0.0185770016719301 0 0 0 0.0219876868953386 0 0 0.0216637781629116 0 0 0.0224921277552857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0221631205673759 0 0 0 0 0 0 0 0 0 0
"pissed" 0 0 0.0265181649429859 0 0.0283848992336077 0 0 0 0 0 0 0 0 0 0.0180733779143322 0 0 0.0253871541000254 0 0 0.0411268764137364 0 0 0 0.0400641025641026 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0373203955961933 0.0196001568012544 0 0 0 0 0 0.0217391304347826 0 0 0 0 0 0.025953802232027 0 0 0.0250941028858218 0 0.0264480296217932 0 0 0 0 0 0 0 0 0 0 0.0217344055640078 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0235072872590503 0.024330900243309 0 0 0 0 0 0.0499001996007984 0 0 0 0 0 0
"pours" 0 0 0 0 0 0 0 0 0 0 0 0.0379578667678876 0 0 0 0 0.0257003341043434 0.0253871541000254 0 0.0691881918819188 0.0205634382068682 0 0 0 0 0.0285714285714286 0 0 0 0 0 0 0 0 0 0.0361402240693892 0 0 0.0186601977980967 0 0 0 0 0 0 0 0.0218483722962639 0 0.0193610842207164 0 0 0.025953802232027 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0233372228704784 0 0 0.0215331610680448 0 0 0 0 0 0.0422743606002959 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ramalho" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.152173913043478 0.0218483722962639 0 0.0580832526621491 0.155159038013964 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"razor" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0191241155096577 0 0 0 0.148001973359645 0 0 0.0501756146512795 0 0 0 0 0.0387221684414327 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0216637781629116 0.0617156963587739 0 0 0 0 0.0216076058772688 0.0675827889164226 0.021137180300148 0.0242483026188167 0.0442184390891002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"rd" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.113250283125708 0 0 0 0 0 0 0 0 0 0 0 0.0655451168887918 0 0.116166505324298 0.0969743987587277 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0663276586336502 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"refrigerator" 0 0 0 0 0 0 0 0 0.0223413762287757 0 0 0.0379578667678876 0 0 0.0180733779143322 0 0 0 0 0 0 0 0.0214730513205927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0218483722962639 0 0 0 0 0.103815208928108 0.0263574064312072 0 0.0501882057716437 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.020571898786258 0 0 0 0 0.0216076058772688 0 0 0 0 0 0 0 0 0 0.0233699462491236 0.0235072872590503 0.024330900243309 0.0233535730966838 0 0 0 0 0 0 0 0 0 0 0
"rezendes" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.123380629241209 0.0624349635796046 0.0429461026411853 0.106860440265014 0.0600961538461538 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"shaking" 0.0278318953520735 0.0289603243556328 0 0 0 0 0 0 0 0 0 0.0379578667678876 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0264480296217932 0 0 0 0 0 0 0 0.0181950509461426 0.0373203955961933 0 0 0 0 0 0 0.0434782608695652 0.0218483722962639 0.0233426704014939 0.0387221684414327 0.0193948797517455 0 0 0 0 0.0250941028858218 0 0 0 0 0 0 0 0 0 0 0 0.0219876868953386 0 0 0 0 0.0215331610680448 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0298953662182362
"sheet" 0.0278318953520735 0 0 0 0 0 0 0 0 0 0.0185459940652819 0 0 0 0.0903668895716609 0 0.0514006682086867 0 0 0 0.0205634382068682 0 0 0 0 0 0 0 0 0.0264480296217932 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0185770016719301 0 0.0566786321556773 0 0 0 0 0 0 0.0430663221360896 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0233699462491236 0 0 0.0233535730966838 0 0 0 0 0 0 0 0 0 0 0
"shorts" 0 0 0 0 0 0 0 0 0 0 0 0 0.0190730497806599 0 0 0.0241370987207338 0 0 0.0265816055289739 0.0230627306273063 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.05598059339429 0 0 0 0 0 0 0.0652173913043478 0 0 0 0.0193948797517455 0.0256278831368529 0 0.0263574064312072 0.0242777373148823 0 0.0229673863114378 0 0 0 0 0 0 0 0 0 0 0.0219876868953386 0 0 0 0 0 0 0 0 0 0 0.021137180300148 0 0 0 0 0 0 0 0.0233699462491236 0 0 0 0 0 0 0 0 0 0.0292568753657109 0 0 0 0
"spare" 0 0 0 0 0 0 0 0 0 0 0 0.0189789333839438 0 0.0188572506128606 0 0.0241370987207338 0.0257003341043434 0.0253871541000254 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0566251415628539 0 0 0 0 0 0.148001973359645 0.200904068307383 0 0 0 0 0 0 0 0.0193948797517455 0 0.025953802232027 0 0 0 0 0 0 0 0.0248385494287134 0.0176991150442478 0 0 0.0197316495659037 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0673854447439353 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"spend" 0 0 0 0 0 0 0 0 0 0 0 0 0.0190730497806599 0.0754290024514426 0 0 0 0 0 0 0.0205634382068682 0 0 0 0.0200320512820513 0 0 0 0.0277777777777778 0 0 0.0554631170271769 0 0 0 0 0 0.0181950509461426 0 0.0196001568012544 0 0 0 0 0 0 0 0 0 0 0.0256278831368529 0 0 0 0 0 0 0 0 0 0 0.0407996736026112 0.0185770016719301 0.0394632991318074 0 0 0 0 0 0 0.020571898786258 0 0.0224921277552857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
